,intent,input,source,destination,output
1395,atis_flight, i need a flight from philadelphia to denver,philadelphia,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1396,atis_airfare, what is the fare going from baltimore to boston one way on november seventh,baltimore,boston,
1397,atis_flight, what are the flights from denver to sanfrancisco on tuesday october fifteenth,denver,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1398,atis_flight, what is the last flight from dallas to boston,dallas,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1399,atis_flight, flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars,baltimore,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1400,atis_flight, i need a flight from philadelphia to denver on sunday,philadelphia,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1401,atis_flight, show me the flights from baltimore to seattle,baltimore,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1402,atis_airfare, what is the cheapest fare for flights from boston to dallas,boston,dallas,
1403,atis_flight, please list the flights from baltimore to sanfrancisco on fridays,baltimore,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1404,atis_flight, flight from nashville back to milwaukee,nashville,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1405,atis_airfare, i'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket,denver,atlanta,
1406,atis_flight, please list am flights leaving sanfrancisco boston,sanfrancisco,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1407,atis_flight, all right what do you have from oakland to philadelphia on wednesday,oakland,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1408,atis_flight, what flights go from chicago to seattle on continental airlines on saturday,chicago,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1409,atis_flight, show me flights from baltimore to philadelphia,baltimore,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1410,atis_airfare, i'd like a round trip ticket from losangeles to tacoma washington,losangeles,tacoma,
1411,atis_flight, show me flights which leave from boston on july twenty second arriving in pittsburgh,boston,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1412,atis_flight, i would like a flight from philadelphia to dallas on american airlines,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1413,atis_airline, are there any airlines that have flights from boston to philadelphia that leave before 630 am,boston,philadelphia,
1414,atis_flight, show me flights from pittsburgh to sanfrancisco on monday,pittsburgh,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1415,atis_flight, is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,boston,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1416,atis_flight, please list the flights from chicago to kansas city,chicago,kansas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1417,atis_flight, list all flights arriving in pittsburgh monday evening from sanfrancisco that first class,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1418,atis_flight, what flights from houston to milwaukee on friday on american airlines,houston,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1419,atis_flight, i would like to book a flight going from tampa to seattle on may twenty sixth i would like to stop in milwaukee on the way,tampa,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1420,atis_flight, show me the flights going from pittsburgh to sanfrancisco on monday,pittsburgh,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1421,atis_flight, show me all flights arriving to denver from oakland,oakland,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1422,atis_airfare, show me all the one way fares from tacoma to montreal,tacoma,montreal,
1423,atis_airfare, please list the cost of all flights from philadelphia to denver airport next sunday,philadelphia,denver,
1424,atis_airline, which airlines have daily flights from boston to dallas,boston,dallas,
1425,atis_flight, show me the flights from sanfrancisco to newark that leave after 11 pm,sanfrancisco,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1426,atis_flight, list flights leaving dallas on saturday and arriving in sanfrancisco before 4 pm,dallas,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1427,atis_flight, show me the flights from atlanta to philadelphia,atlanta,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1428,atis_flight, show me the flights from indianapolis to montreal,indianapolis,montreal,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1429,atis_flight, what flights are there on sunday from seattle to chicago,seattle,chicago,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1430,atis_flight, display all flights from stpetersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight,stpetersburg,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1431,atis_flight, please give me a flight from pittsburgh to sanfrancisco monday,pittsburgh,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1432,atis_flight, show me flights from pittsburgh to philadelphia,pittsburgh,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1433,atis_flight, show me flights with first class reservations from sanfrancisco to pittsburgh for monday,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1434,atis_aircraft, what type of aircraft leaves from boston to washington dc before 9 am,boston,washington,
1435,atis_airline, show all airlines flying from pittsburgh to sanfrancisco,pittsburgh,sanfrancisco,
1436,atis_flight, information on american airlines flight from washington to philadelphia,washington,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1437,atis_flight, show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,baltimore,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1438,atis_airfare, i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,denver,baltimore,
1439,atis_flight, i need a flight from philadelphia to boston,philadelphia,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1440,atis_flight, show me all flights from baltimore to sanfrancisco,baltimore,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1441,atis_flight, i would like a flight from philadelphia to dallas,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1442,atis_flight, now i need a one way flight from pittsburgh to denver,pittsburgh,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1443,atis_flight, i want a flight from pittsburgh to losangeles that departs after 6 pm on thursday,pittsburgh,losangeles,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1444,atis_flight, show me the flights from sanfrancisco to boston,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1445,atis_flight, show me all flights from pittsburgh to dallas,pittsburgh,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1446,atis_flight, what is the earliest flight from boston to atlanta,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1447,atis_flight, give me return flights from philadelphia to sanfrancisco for december third,philadelphia,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1448,atis_flight, list the flights from indianapolis to houston,indianapolis,houston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1449,atis_flight, show me a list of flights from pittsburgh to baltimore on august third,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1450,atis_airfare, how much does a first class round trip ticket from cleveland to miami on us air cost,cleveland,miami,
1451,atis_flight, show me flights from pittsburgh to philadelphia on wednesday morning,pittsburgh,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
